1,1,53.4,61.53,120.07,58.41,1,1,0.0
1,2,0.0,16.51,17.9,25.09,1,1,1.0
1,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
1,4,97.86,0.0,222.62,68.67,1,1,0.0
2,1,33.04,57.51,120.07000000000002,58.410000000000004,1,1,0.0
2,2,0.0,16.51,9.2,25.09,1,1,1.0
2,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
2,4,97.86,0.0,222.62,68.67,1,1,0.0
3,1,18.84,53.76,114.46000000000001,58.410000000000004,1,1,0.0
3,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
3,4,97.86,0.0,222.62,68.67,1,1,0.0
4,1,2.76,51.08,110.44,57.019999999999996,1,1,0.0
4,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
4,4,97.86,0.0,222.62,68.67,1,1,0.0
5,1,0.0,48.4,94.18,54.9,1,1,0.0
5,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
5,4,97.86,0.0,222.62,68.67,1,1,0.0
6,1,0.0,46.25,73.01,49.55,1,1,0.0
6,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
6,4,97.86,0.0,222.62,68.67,1,1,0.0
7,1,0.0,44.11,57.2,49.55,1,1,0.0
7,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
7,4,97.86,0.0,222.62,68.67,1,1,0.0
8,1,0.0,41.97,39.25,49.540000000000006,1,1,0.0
8,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
8,4,97.86,0.0,222.62,68.67,1,1,0.0
9,1,0.0,44.38,24.51,37.52,1,1,0.0
9,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
9,4,97.86,0.0,222.62,68.67,1,1,0.0
10,1,0.0,47.59,11.38,28.709999999999994,1,1,0.0
10,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
10,4,97.86,0.0,222.62,68.67,1,1,0.0
11,5,869.99,179.26,90.00999999999999,87.24000000000001,1,1,1.0
11,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
11,4,97.86,0.0,222.62,68.67,1,1,0.0
12,5,823.32,171.5,136.67999999999995,90.0,1,1,1.0
12,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
12,4,97.86,0.0,222.62,68.67,1,1,0.0
13,5,781.1,160.9,178.89999999999998,100.6,1,1,0.0
13,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
13,4,97.86,0.0,222.62,68.67,1,1,0.0
14,5,732.8,152.0,227.20000000000005,117.80000000000001,1,1,0.0
14,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
14,4,97.86,0.0,222.62,68.67,1,1,0.0
15,5,696.1,144.8,263.9,116.69999999999999,1,1,0.0
15,6,0.0,170.25,33.07,66.27000000000001,1,1,1.0
15,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
15,4,97.86,0.0,222.62,68.67,1,1,0.0
16,5,657.8,132.02,269.4200000000001,116.69999999999999,1,1,0.0
16,6,0.0,169.39,55.4,79.21000000000001,1,1,1.0
16,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
16,4,97.86,0.0,222.62,68.67,1,1,0.0
17,5,611.68,129.8,269.4200000000001,111.1,1,1,0.0
17,6,0.0,169.39,71.8,95.61000000000001,1,1,1.0
17,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
17,4,97.86,0.0,222.62,68.67,1,1,0.0
18,5,582.8,122.6,254.97000000000003,108.30000000000001,1,1,0.0
18,6,0.0,169.39,101.1,111.11000000000001,1,1,1.0
18,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
18,4,97.86,0.0,222.62,68.67,1,1,0.0
19,5,542.24,112.04,254.97000000000003,108.3,1,1,0.0
19,6,0.0,169.39,125.2,125.71000000000004,1,1,1.0
19,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
19,4,97.86,0.0,222.62,68.67,1,1,0.0
20,5,512.8,104.26,240.51,108.3,1,1,0.0
20,6,0.0,181.3,150.2,130.2,1,1,1.0
20,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
20,4,97.86,0.0,222.62,68.67,1,1,0.0
21,5,483.9,104.8,224.40999999999997,97.21,1,1,0.0
21,6,0.0,189.5,168.3,131.5,1,1,1.0
21,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
21,4,97.86,0.0,222.62,68.67,1,1,0.0
22,5,451.67,97.58,224.42000000000002,97.21,1,1,0.0
22,6,0.0,196.9,200.1,137.9,1,1,1.0
22,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
22,4,97.86,0.0,222.62,68.67,1,1,0.0
23,5,425.01,97.0,214.39,90.56,1,1,0.0
23,6,9.5,203.8,214.7,149.07,1,1,1.0
23,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
23,4,97.86,0.0,222.62,68.67,1,1,0.0
24,5,400.0,90.89,204.39999999999998,90.55999999999999,1,1,0.0
24,6,33.3,212.73,229.59999999999997,156.47,1,1,1.0
24,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
24,4,97.86,0.0,222.62,68.67,1,1,0.0
25,5,375.6,86.4,199.89999999999998,87.82999999999998,1,1,0.0
25,6,57.1,223.1,237.00000000000003,163.95000000000002,1,1,1.0
25,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
25,4,97.86,0.0,222.62,68.67,1,1,0.0
26,5,350.6,83.6,193.78999999999996,82.28999999999999,1,1,0.0
26,6,80.16,235.7,257.84000000000003,173.7,1,1,1.0
26,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
26,4,97.86,0.0,222.62,68.67,1,1,0.0
27,5,327.3,76.38,187.09999999999997,82.28999999999999,1,1,0.0
27,6,105.45,245.37,280.15000000000003,185.63,1,1,1.0
27,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
27,4,97.86,0.0,222.62,68.67,1,1,0.0
28,5,300.63,73.04,187.10000000000002,82.3,1,1,0.0
28,6,141.15,260.25,298.75,199.75,1,1,1.0
28,3,308.48,0.68,403.9,114.63999999999999,1,1,1.0
28,4,97.86,0.0,222.62,68.67,1,1,0.0
29,5,290.1,68.04,163.7,82.3,1,1,0.0
